ticker,market,currency,price,day_chg,ytd_chg,ret_1m,ret_3m,ret_6m,ret_1y,high_52w,low_52w,from_ath,rsi,vol_ratio,ma5,ma10,ma20,ma50,ma200,score,name
2664.T,JP,JPY,2815.0,-0.46,-3.85,-6.07,-6.18,-0.53,-0.94,3208.41,2646.09,-12.26,13.4,1.53,2857.6,2910.1,2972.05,3002.04,2872.8,1,2664.T
7607.T,JP,JPY,2995.0,-0.5,-1.72,-4.92,-4.93,-0.92,4.25,3400.58,2830.62,-11.93,33.7,1.54,3079.0,3137.5,3139.0,3171.75,3139.81,1,7607.T
9755.T,JP,JPY,2795.0,1.3,1.12,-5.67,-5.57,-3.52,13.2,3211.22,2469.01,-12.96,33.5,1.93,2798.0,2835.3,2871.6,2932.9,2876.43,1,9755.T
J,US,USD,126.5999984741211,-0.77,-6.22,-2.25,-7.34,-20.86,6.2,163.62,116.97,-22.63,47.1,0.67,128.02,127.33,127.2,130.92,140.71,0,J
6455.T,JP,JPY,2715.0,-1.38,-0.95,-1.16,-6.33,17.1,30.02,2960.74,2017.7,-8.3,39.5,0.79,2769.4,2790.0,2781.75,2785.4,2521.98,0,6455.T
JNJ,US,USD,227.5,-1.37,10.3,-4.91,3.26,19.58,51.27,248.56,142.39,-8.47,29.4,0.76,228.22,232.66,237.08,240.05,202.98,0,JNJ
6371.T,JP,JPY,2292.0,-0.52,0.52,-2.63,-4.66,6.44,40.16,2630.3,1635.27,-12.86,38.9,0.59,2328.0,2362.8,2365.8,2413.0,2199.74,0,6371.T
6369.T,JP,JPY,2723.0,-0.44,11.74,-1.23,4.19,21.6,61.1,3090.0,1690.27,-11.88,16.1,0.52,2769.4,2850.8,2900.45,2855.99,2385.46,0,6369.T
1926.T,JP,JPY,3790.0,-0.39,14.39,-2.12,5.93,20.82,48.34,4269.0,2554.94,-11.22,29.6,0.71,3850.0,3888.0,3915.75,3954.29,3393.72,0,1926.T
1928.T,JP,JPY,3388.0,-1.2,-1.21,-4.59,-3.23,4.77,9.72,3826.0,2886.79,-11.45,32.9,0.85,3456.4,3483.2,3533.65,3598.78,3376.12,0,1928.T
9934.T,JP,JPY,2607.0,-0.74,2.24,-1.64,-1.6,26.54,44.1,2838.02,1809.13,-8.14,39.5,1.02,2649.4,2703.15,2701.12,2685.13,2342.98,0,9934.T
9948.T,JP,JPY,3495.0,-1.55,4.89,-7.29,-0.01,9.26,25.25,3960.0,2770.77,-11.74,10.4,0.8,3565.0,3617.5,3729.0,3740.39,3320.18,0,9948.T
1860.T,JP,JPY,1385.0,-0.57,8.98,-5.65,0.26,36.29,63.64,1603.2,845.42,-13.61,35.4,0.8,1402.3,1426.5,1448.3,1487.96,1195.02,0,1860.T
6457.T,JP,JPY,4001.0,-0.2,0.48,-1.36,-1.9,10.71,64.99,4426.0,2424.97,-9.6,29.4,0.63,4073.8,4137.9,4174.85,4056.06,3836.76,0,6457.T
1879.T,JP,JPY,1924.0,0.31,-2.97,-2.34,-7.26,6.17,23.94,2170.16,1538.79,-11.34,36.4,0.52,1925.0,1952.3,1962.2,1990.64,1880.51,0,1879.T
9830.T,JP,JPY,2286.0,-0.04,-5.77,-2.39,-8.01,-2.8,23.63,2719.0,1849.05,-15.92,40.6,0.99,2323.6,2327.7,2338.3,2373.74,2344.36,0,9830.T
8708.T,JP,JPY,1409.0,-2.96,4.11,-0.98,2.24,9.43,17.23,1631.0,1110.7,-13.61,28.4,0.89,1482.0,1547.0,1541.05,1464.0,1328.03,0,8708.T
8698.T,JP,JPY,681.0,-0.73,-6.44,-1.4,-3.19,-12.99,-0.79,840.38,640.37,-18.97,45.8,0.53,690.4,695.4,691.25,696.46,727.76,0,8698.T
8697.T,JP,JPY,1835.5,-0.84,8.49,-1.5,6.12,5.5,22.48,2108.27,1402.93,-12.94,38.4,0.81,1863.3,1887.6,1887.33,1888.02,1682.96,0,8697.T
7181.T,JP,JPY,1495.5,-0.7,-5.89,-7.57,-4.74,9.52,67.96,1741.09,890.37,-14.11,36.5,0.72,1523.7,1574.3,1589.97,1589.64,1434.7,0,7181.T
7187.T,JP,JPY,1309.0,0.38,-6.11,4.47,-9.79,-13.08,3.16,1687.09,1210.84,-22.41,55.9,0.74,1319.4,1330.8,1306.65,1317.66,1430.71,0,7187.T
7189.T,JP,JPY,3812.0,-0.68,17.19,-0.39,4.79,57.4,100.03,4402.03,1904.71,-13.4,36.9,0.89,3933.8,4069.5,4042.15,4021.59,3041.84,0,7189.T
5020.T,JP,JPY,1299.5,0.12,17.26,-8.32,4.62,40.88,96.15,1525.7,647.83,-14.83,9.0,0.62,1315.9,1363.2,1407.12,1396.34,1072.13,0,5020.T
BDX,US,USD,152.13999938964844,-1.75,-0.09,-3.33,-4.26,4.98,-3.42,184.21,126.85,-17.41,41.2,0.67,155.59,155.8,155.62,163.3,152.63,0,BDX
2915.T,JP,JPY,2106.0,-0.33,13.13,-6.19,5.31,13.67,15.29,2309.0,1643.52,-8.79,22.4,0.6,2147.2,2191.2,2225.95,2207.54,1952.27,0,2915.T
8725.T,JP,JPY,3946.0,-0.7,6.43,-4.47,1.01,20.0,31.5,4295.41,2959.42,-8.13,30.6,0.74,3991.2,4028.8,4067.2,4071.77,3561.28,0,8725.T
PGR,US,USD,200.88999938964844,-2.16,-5.25,-0.94,-3.37,-3.1,-19.27,271.14,191.44,-25.91,55.3,0.71,204.04,202.37,199.78,203.58,214.69,0,PGR
5192.T,JP,JPY,3850.0,-1.66,0.44,-3.97,-4.08,6.4,13.72,4194.56,3204.41,-8.21,23.5,1.2,3936.0,3984.5,4006.0,4024.4,3741.83,0,5192.T
5195.T,JP,JPY,2025.0,-0.39,1.36,-1.6,-1.6,6.33,43.02,2320.35,1409.2,-12.73,32.8,1.04,2066.0,2108.8,2103.8,2128.44,1953.8,0,5195.T
5262.T,JP,JPY,1190.0,-1.33,-20.25,2.76,-26.08,-28.8,34.3,2404.42,787.71,-50.51,61.5,0.71,1207.4,1172.6,1151.45,1278.08,1470.55,0,5262.T
5269.T,JP,JPY,316.0,-0.63,-3.92,-1.56,-7.8,-4.5,-3.99,374.07,280.31,-15.52,52.9,0.88,313.6,313.0,313.7,325.57,321.68,0,5269.T
PCG,US,USD,16.610000610351562,-1.31,2.38,-4.1,9.66,2.51,-2.17,19.06,12.9,-12.83,33.7,0.82,16.93,17.2,17.52,17.89,15.97,0,PCG
5288.T,JP,JPY,1359.0,-0.8,-2.8,-3.21,-7.04,13.36,58.01,1550.29,842.74,-12.34,37.7,1.33,1395.0,1436.1,1441.7,1442.45,1292.44,0,5288.T
3064.T,JP,JPY,1861.5,0.43,-22.55,4.84,-17.19,-4.73,-29.99,3082.51,1705.0,-39.61,68.7,1.01,1854.1,1843.0,1803.8,1888.18,2241.61,0,3064.T
3087.T,JP,JPY,2762.0,0.69,7.55,-7.75,-1.31,12.0,4.8,3060.0,2355.25,-9.74,19.4,1.17,2821.4,2859.8,2930.85,2931.1,2651.97,0,3087.T
3086.T,JP,JPY,2329.5,-1.06,6.34,-5.82,1.96,2.36,35.48,2726.75,1704.3,-14.57,21.3,0.93,2415.8,2473.65,2489.47,2493.28,2308.8,0,3086.T
WFC,US,USD,79.41999816894531,-1.35,-16.17,0.51,-9.36,-5.01,16.37,95.92,67.95,-17.2,42.8,0.96,80.81,81.53,81.49,81.48,83.91,0,WFC
5122.T,JP,JPY,5620.0,-1.4,4.74,-5.39,-3.29,11.09,12.4,6130.0,4633.25,-8.32,27.0,0.83,5748.0,5857.0,5943.0,5846.95,5331.26,0,5122.T
3116.T,JP,JPY,2339.5,-0.7,-6.23,-8.02,-9.97,-0.54,25.8,3222.52,1844.67,-27.4,40.9,1.0,2418.5,2427.5,2432.6,2692.46,2439.36,0,3116.T
8850.T,JP,JPY,4815.0,-1.33,3.16,-0.62,-2.02,3.49,27.67,5269.31,3771.31,-8.62,33.3,1.26,4888.0,4956.5,4959.0,4974.28,4795.15,0,8850.T
8919.T,JP,JPY,3005.0,-1.31,-3.01,-8.55,-4.08,21.38,47.77,3533.07,1996.47,-14.95,35.3,0.74,3081.0,3110.5,3192.5,3236.35,2897.13,0,8919.T
9001.T,JP,JPY,2775.0,0.34,5.88,-3.18,1.62,10.5,8.9,3111.01,2396.82,-10.8,30.6,0.72,2813.7,2867.95,2896.9,2927.22,2667.3,0,9001.T
9003.T,JP,JPY,2752.0,-0.7,-1.81,-6.46,-2.22,5.94,24.74,3130.0,2089.34,-12.08,9.4,0.67,2811.6,2874.95,2963.32,2889.2,2663.99,0,9003.T
5480.T,JP,JPY,4535.0,-1.41,2.89,-4.32,-4.82,7.04,19.7,5189.57,3626.47,-12.61,32.6,1.19,4647.0,4678.5,4717.0,4768.43,4375.06,0,5480.T
5563.T,JP,JPY,422.0,-0.71,20.57,0.96,9.9,24.1,65.8,469.0,236.28,-10.02,39.3,0.7,432.6,437.4,434.25,430.32,351.13,0,5563.T
5602.T,JP,JPY,1516.0,-1.88,-8.4,-1.76,-15.84,-15.38,72.96,1953.54,876.51,-22.4,45.2,2.13,1549.0,1560.6,1555.3,1581.18,1603.68,0,5602.T
7095.T,JP,JPY,1363.0,1.72,-9.38,7.15,-12.4,-33.87,-52.32,3470.0,1237.0,-60.72,59.4,2.58,1376.2,1377.5,1343.5,1368.74,1892.39,0,7095.T
2871.T,JP,JPY,1883.0,0.03,2.23,-3.58,1.34,7.3,1.38,2111.55,1620.87,-10.82,23.9,0.63,1892.4,1914.45,1953.1,1984.47,1834.67,0,2871.T
7167.T,JP,JPY,1222.0,-1.13,15.56,-2.04,7.86,34.09,85.76,1356.0,622.72,-9.88,31.7,1.27,1260.3,1304.25,1298.9,1259.56,1023.51,0,7167.T
3179.T,JP,JPY,1079.0,-1.82,-2.93,-6.09,-7.33,-13.6,4.67,1313.28,1026.99,-17.84,42.6,0.58,1086.6,1138.2,1140.75,1188.72,1171.96,0,3179.T
8595.T,JP,JPY,2225.0,-3.16,-5.25,-1.55,-7.81,-9.29,-3.57,2517.43,2214.83,-11.62,37.5,2.92,2283.8,2286.3,2279.72,2306.55,2364.63,0,8595.T
3221.T,JP,JPY,3275.0,-1.65,10.5,-1.62,3.0,28.75,18.46,3622.59,2462.6,-9.6,27.7,0.76,3353.0,3395.5,3432.0,3458.97,2933.92,0,3221.T
4845.T,JP,JPY,351.0,0.57,-7.87,-0.57,-7.87,-10.08,-9.3,427.52,347.0,-17.9,41.7,0.58,351.4,352.4,352.45,357.46,385.87,0,4845.T
8524.T,JP,JPY,930.0,-1.06,6.27,-3.68,-0.5,31.6,103.53,1090.66,455.96,-14.73,33.8,0.65,960.6,1000.9,1001.45,989.28,805.92,0,8524.T
2730.T,JP,JPY,2083.0,-0.53,-0.79,-3.3,-2.17,3.25,14.18,2266.0,1795.99,-8.08,18.7,0.93,2133.2,2155.9,2183.75,2172.74,2073.04,0,2730.T
8600.T,JP,JPY,866.0,-0.57,9.93,3.34,0.62,30.29,68.82,968.97,500.42,-10.63,40.0,0.85,886.6,906.0,894.15,892.31,738.92,0,8600.T
2734.T,JP,JPY,1036.0,-0.58,-8.32,-1.99,-6.41,-4.66,19.49,1222.0,861.17,-15.22,41.4,0.61,1046.2,1058.6,1062.95,1099.52,1060.18,0,2734.T
2749.T,JP,JPY,658.0,-2.23,-7.48,-5.39,-5.79,5.99,5.82,772.12,512.78,-14.78,35.1,0.74,679.0,685.5,687.0,711.57,640.02,0,2749.T
2784.T,JP,JPY,2389.0,0.55,-1.53,-3.49,-6.6,11.66,12.34,2642.7,1858.55,-9.6,17.3,1.23,2390.8,2426.35,2492.12,2479.75,2297.27,0,2784.T
2602.T,JP,JPY,1800.0,-0.55,3.48,-6.25,-2.59,6.7,12.93,2002.05,1506.84,-10.09,9.7,0.74,1825.8,1867.1,1898.9,1915.37,1754.42,0,2602.T
5831.T,JP,JPY,2674.5,-0.71,9.08,-3.9,6.43,32.29,80.98,3098.35,1446.33,-13.68,39.9,0.73,2707.1,2769.15,2762.25,2767.87,2249.21,0,5831.T
5445.T,JP,JPY,1830.0,-0.22,-2.1,-6.63,-7.91,5.22,10.25,2116.0,1573.57,-13.52,13.8,0.79,1859.8,1899.4,1948.15,1922.84,1803.68,0,5445.T
5451.T,JP,JPY,1344.0,-1.47,2.6,-6.28,-2.65,6.56,21.17,1575.21,986.98,-14.68,24.8,0.88,1365.0,1382.0,1394.0,1415.44,1286.33,0,5451.T
4919.T,JP,JPY,2584.0,-0.23,6.38,-5.31,0.19,9.6,-1.78,2811.0,2261.49,-8.08,20.2,1.49,2651.4,2694.8,2722.4,2719.22,2509.15,0,4919.T
7327.T,JP,JPY,1841.0,-0.43,12.27,-7.39,0.7,27.2,87.71,2061.01,957.88,-10.67,33.4,0.57,1877.2,1937.9,1948.8,1957.01,1574.71,0,7327.T
7381.T,JP,JPY,924.0,0.11,10.57,-5.04,-4.16,43.91,78.42,1041.16,460.06,-11.25,29.4,0.91,949.0,986.9,990.55,978.72,748.6,0,7381.T
8370.T,JP,JPY,3885.0,0.78,20.16,-2.92,6.23,34.06,68.52,4287.86,2217.35,-9.4,36.8,0.8,3915.0,4045.0,4056.5,4014.04,3240.6,0,8370.T
8377.T,JP,JPY,5602.0,-1.81,18.6,-6.05,5.73,55.88,137.93,6565.0,2340.76,-14.67,29.6,0.8,5859.8,6096.7,6174.55,5998.3,4480.74,0,8377.T
3401.T,JP,JPY,1542.5,0.39,16.8,-2.62,6.05,18.84,35.21,1726.0,1061.66,-10.63,28.9,0.51,1579.4,1616.8,1645.65,1622.07,1371.78,0,3401.T
3415.T,JP,JPY,418.0,-3.46,-6.4,-3.46,-2.53,-9.02,61.21,576.74,252.39,-27.52,57.0,0.68,429.0,446.4,436.15,416.16,447.78,0,3415.T
9037.T,JP,JPY,1747.0,-1.19,-0.87,-2.4,-5.74,11.24,36.45,1939.33,1243.2,-9.92,25.0,1.18,1773.2,1810.9,1831.3,1832.92,1649.26,0,9037.T
9044.T,JP,JPY,2915.0,-0.41,-1.22,-6.75,-3.47,4.31,20.89,3268.0,2084.4,-10.8,20.1,0.8,2982.6,3043.0,3115.75,3055.45,2784.79,0,9044.T
2492.T,JP,JPY,442.0,-3.49,8.6,2.79,-4.12,39.6,24.71,487.0,310.66,-9.24,37.3,0.76,455.2,451.7,458.95,421.5,391.3,0,2492.T
2501.T,JP,JPY,1709.0,-1.75,2.67,1.42,0.89,11.72,10.28,1894.0,1357.07,-9.77,38.7,1.05,1787.3,1830.8,1808.03,1739.83,1570.79,0,2501.T
5902.T,JP,JPY,2190.0,-0.41,-4.07,-4.03,-6.27,1.42,35.74,2452.3,1613.43,-10.7,23.9,1.03,2221.8,2242.5,2258.65,2302.48,2174.49,0,5902.T
5911.T,JP,JPY,2897.0,-0.52,-2.13,-2.13,-7.63,4.59,18.88,3165.83,2407.12,-8.49,27.1,0.91,2926.8,2952.2,2978.1,3005.74,2839.59,0,5911.T
5946.T,JP,JPY,2000.0,0.0,-0.5,-0.45,-0.45,4.91,14.24,2191.0,1735.98,-8.72,38.2,1.16,2001.6,1997.9,2004.05,2041.44,1966.29,0,5946.T
5949.T,JP,JPY,1319.0,-0.53,3.32,1.0,-3.69,12.16,41.3,1459.47,895.28,-9.63,34.6,0.72,1342.2,1361.7,1359.35,1354.97,1214.95,0,5949.T
1964.T,JP,JPY,4135.0,-1.55,-1.62,-3.73,-7.27,-7.57,17.24,4995.53,3101.68,-17.23,44.6,1.25,4282.0,4295.5,4275.0,4448.94,4179.66,0,1964.T
9706.T,JP,JPY,5056.0,0.04,16.24,-5.9,6.77,3.12,30.39,5689.35,3877.51,-11.13,18.7,0.79,5076.8,5141.7,5291.75,5223.02,4825.15,0,9706.T
9110.T,JP,JPY,7070.0,0.0,17.39,-6.73,5.08,38.3,90.57,7785.66,3489.07,-9.19,27.5,0.86,7048.0,7263.0,7396.0,7361.26,5796.08,0,9110.T
9075.T,JP,JPY,5180.0,0.19,16.67,-7.04,9.45,35.29,44.34,5910.0,3146.37,-12.35,26.0,0.49,5248.0,5319.0,5477.5,5511.55,4302.29,0,9075.T
1377.T,JP,JPY,4150.0,0.36,-3.94,-3.82,3.23,6.5,26.77,4620.0,3219.69,-10.17,21.7,0.82,4156.0,4211.0,4296.0,4292.9,3942.75,0,1377.T
2429.T,JP,JPY,2542.0,-1.89,-3.6,-4.72,-3.97,5.22,34.93,2856.0,1884.0,-10.99,37.4,1.19,2594.0,2608.6,2618.85,2680.22,2502.13,0,2429.T
1518.T,JP,JPY,1341.0,-1.18,-4.34,-1.61,-5.32,3.86,65.9,1526.09,775.87,-12.13,32.1,0.98,1364.8,1377.7,1379.05,1391.77,1295.16,0,1518.T
9010.T,JP,JPY,2264.0,-0.96,9.38,-8.34,6.98,-7.79,7.84,2607.33,1904.86,-13.17,23.1,0.83,2304.0,2347.2,2409.65,2366.48,2223.61,0,9010.T
9031.T,JP,JPY,2952.0,-0.24,4.89,-4.9,2.28,28.68,36.35,3235.0,1934.85,-8.75,36.4,0.99,3012.2,3079.9,3097.4,3081.72,2582.5,0,9031.T
1333.T,JP,JPY,1338.5,0.3,4.03,-9.44,-2.49,19.63,27.29,1560.17,962.3,-14.21,11.6,0.71,1355.3,1393.95,1435.4,1459.66,1236.6,0,1333.T
VRTX,US,USD,430.2900085449219,-1.11,-4.83,-5.17,-9.76,1.81,-12.87,509.5,366.54,-15.55,46.8,0.94,435.77,438.17,439.18,458.37,437.32,0,VRTX
WBD,US,USD,27.06999969482422,0.63,-5.05,0.0,-4.14,27.39,215.13,29.98,8.37,-9.71,39.5,0.79,27.21,27.28,27.33,27.73,22.37,0,WBD
8346.T,JP,JPY,650.0,-0.76,20.21,-2.84,8.35,44.46,93.36,752.87,312.85,-13.66,35.1,0.59,670.4,688.4,686.5,677.38,511.1,0,8346.T
4825.T,JP,JPY,2003.0,-0.94,2.98,3.67,-1.81,-4.57,15.63,2385.69,1724.9,-16.04,49.2,0.57,2067.4,2078.4,2034.7,2041.06,2073.7,0,4825.T
7447.T,JP,JPY,1685.0,-1.46,-7.87,-1.86,-8.77,-7.47,-18.18,2238.14,1653.0,-24.71,44.7,0.84,1743.2,1746.7,1730.7,1737.94,1889.9,0,7447.T
7459.T,JP,JPY,2778.5,1.22,0.68,-4.5,-3.9,9.39,17.82,3033.63,2194.1,-8.41,25.9,1.18,2771.3,2803.9,2887.95,2886.03,2671.53,0,7459.T
7483.T,JP,JPY,3325.0,-0.6,0.71,-2.35,-1.49,18.42,53.42,3676.02,2137.22,-9.55,38.7,0.56,3350.0,3392.0,3414.0,3454.43,3000.05,0,7483.T
1414.T,JP,JPY,1330.0,-0.6,0.68,-6.07,-5.84,11.85,9.37,1531.0,1118.78,-13.13,9.2,0.82,1354.2,1373.5,1403.2,1408.39,1295.18,0,1414.T
7510.T,JP,JPY,2284.0,-0.57,4.02,-5.78,-2.04,18.04,32.27,2644.45,1708.41,-13.63,23.7,0.75,2345.4,2386.2,2410.8,2435.55,2123.72,0,7510.T
7516.T,JP,JPY,4050.0,0.12,3.19,-1.1,5.17,5.85,10.86,4525.0,3556.31,-10.5,27.8,0.45,4134.0,4207.0,4251.75,4189.42,3945.16,0,7516.T
9310.T,JP,JPY,1178.0,-0.84,4.28,-6.77,-3.3,3.74,39.8,1371.74,842.64,-14.12,26.3,0.96,1217.4,1241.4,1259.05,1261.54,1156.78,0,9310.T
9303.T,JP,JPY,3770.0,-1.18,6.63,-8.02,1.8,17.28,41.75,4192.32,2659.6,-10.07,6.0,0.73,3825.0,3897.5,3992.5,3957.83,3428.89,0,9303.T
2307.T,JP,JPY,960.0,-0.93,-6.7,1.16,-5.81,-9.32,-0.85,1182.88,898.95,-18.84,48.5,0.75,977.2,979.8,971.85,962.11,1021.25,0,2307.T
MDLZ,US,USD,57.61000061035156,-0.17,8.31,0.92,-0.72,-3.88,-9.24,68.95,51.07,-16.44,45.7,1.16,56.96,57.12,57.59,57.78,58.62,0,MDLZ
2503.T,JP,JPY,2506.5,0.93,6.07,-0.08,2.08,15.46,21.28,2742.0,1944.39,-8.59,28.0,0.88,2532.1,2568.55,2583.1,2585.6,2302.13,0,2503.T
9324.T,JP,JPY,2225.0,-1.81,2.03,-7.56,0.0,2.13,34.96,2602.83,1607.8,-14.52,26.0,0.68,2321.2,2337.7,2379.2,2402.12,2166.03,0,9324.T
7552.T,JP,JPY,2685.0,0.56,-6.27,-2.4,-5.28,-16.14,5.63,3466.62,2440.19,-22.55,44.4,1.16,2727.8,2737.5,2740.85,2808.59,2933.14,0,7552.T
7595.T,JP,JPY,1400.0,-0.64,-8.56,-4.11,-8.45,9.59,18.46,1636.74,1077.79,-14.46,28.4,0.96,1428.6,1446.4,1459.0,1472.95,1363.68,0,7595.T
8334.T,JP,JPY,2030.0,-0.59,16.58,-9.86,5.52,30.03,80.37,2293.45,1071.65,-11.49,27.2,0.58,2085.7,2167.7,2192.68,2147.82,1725.76,0,8334.T
8331.T,JP,JPY,2029.0,-0.54,14.8,-1.24,0.32,38.31,71.56,2381.54,1172.96,-14.8,30.4,0.81,2072.3,2146.0,2147.18,2137.26,1723.59,0,8331.T
8341.T,JP,JPY,2929.5,-0.95,15.0,-6.44,1.92,51.26,112.82,3399.0,1376.5,-13.81,29.3,0.88,3026.0,3155.0,3195.55,3114.01,2388.13,0,8341.T
CAH,US,USD,199.85000610351562,-2.38,-2.62,-3.55,-5.02,26.18,46.92,229.32,136.03,-12.85,30.8,0.81,204.24,208.93,210.49,215.25,187.51,0,CAH
3563.T,JP,JPY,9119.0,-0.32,9.43,-6.5,2.74,29.51,87.55,10065.0,4862.27,-9.4,34.7,0.75,9260.0,9374.7,9466.55,9528.38,8212.81,0,3563.T
3501.T,JP,JPY,1248.0,-0.64,-0.56,-8.91,-3.33,4.7,5.16,1439.0,1062.29,-13.27,15.9,0.92,1271.2,1276.7,1330.0,1350.52,1230.07,0,3501.T
7616.T,JP,JPY,1846.0,-1.89,5.12,-5.74,4.29,7.29,1.91,2028.32,1655.77,-8.99,29.2,0.61,1900.0,1899.75,1909.7,1888.39,1832.29,0,7616.T
6763.T,JP,JPY,2751.0,-1.93,5.65,-2.76,0.06,9.23,21.34,3085.0,2051.38,-10.83,35.4,1.2,2856.6,2910.9,2897.7,2801.45,2547.69,0,6763.T
2384.T,JP,JPY,4055.0,0.5,3.44,-6.67,3.44,18.97,44.27,4415.0,2647.54,-8.15,34.7,0.66,4075.0,4147.0,4220.25,4160.3,3660.03,0,2384.T
9364.T,JP,JPY,5252.0,0.0,3.88,-3.72,-1.77,16.87,58.84,5716.45,3306.56,-8.12,29.2,0.82,5294.0,5338.4,5422.65,5483.32,4825.86,0,9364.T
2206.T,JP,JPY,5780.0,-0.74,7.78,-2.86,6.5,15.73,24.61,6290.0,4356.9,-8.11,37.0,0.83,5885.0,5847.6,5889.15,5962.74,5307.56,0,2206.T
6062.T,JP,JPY,1275.0,-1.16,-2.15,-5.27,-2.22,15.95,7.78,1456.0,1016.93,-12.43,29.3,0.91,1300.8,1316.6,1329.05,1351.12,1239.01,0,6062.T
6080.T,JP,JPY,3170.0,-3.06,-4.52,2.26,-7.45,-3.79,19.81,3740.0,2603.63,-15.24,54.3,1.54,3299.0,3312.0,3199.7,3323.78,3195.2,0,6080.T
9273.T,JP,JPY,810.0,-0.86,-5.15,-3.69,-5.92,1.12,23.98,909.0,636.7,-10.89,39.6,1.08,825.8,828.7,831.0,845.26,803.36,0,9273.T
3676.T,JP,JPY,843.0,0.48,-5.16,-7.41,-9.47,-10.23,-9.01,1006.08,811.96,-16.21,43.3,1.03,847.2,854.3,853.65,872.78,918.79,0,3676.T
V,US,USD,309.4200134277344,0.17,-10.51,1.27,-5.61,-10.2,-6.99,371.15,295.52,-16.63,58.1,0.86,310.69,312.23,307.32,310.35,332.52,0,V
8179.T,JP,JPY,1378.0,-1.43,3.77,-6.26,2.84,2.75,6.68,1544.0,1243.8,-10.75,18.8,1.06,1405.8,1421.6,1454.9,1468.8,1364.12,0,8179.T
8217.T,JP,JPY,788.0,0.25,-6.04,-4.14,-9.65,-10.06,-11.55,978.45,784.0,-19.46,40.2,0.96,792.2,794.4,805.95,832.88,866.48,0,8217.T
4694.T,JP,JPY,3820.0,1.06,1.6,-6.83,-0.49,7.07,31.08,4292.19,2729.04,-11.0,22.0,0.9,3817.0,3875.5,3956.75,4016.58,3702.83,0,4694.T
4714.T,JP,JPY,195.0,-0.51,1.94,0.0,-2.89,-0.53,-13.91,231.26,185.58,-15.68,45.0,0.67,198.4,198.6,196.8,196.6,199.87,0,4714.T
7723.T,JP,JPY,2895.0,-1.13,10.39,-1.76,2.95,5.03,52.83,3264.67,1891.38,-11.32,38.8,0.97,2927.6,2938.5,2957.15,3016.12,2696.71,0,7723.T
7780.T,JP,JPY,1649.0,-0.12,6.37,-5.99,2.78,36.76,20.09,1870.15,990.19,-11.83,31.8,1.23,1675.2,1693.5,1717.85,1737.67,1419.18,0,7780.T
4612.T,JP,JPY,980.7999877929688,0.15,-6.14,-1.29,-4.78,-3.11,-6.69,1310.98,951.13,-25.19,46.9,1.02,988.42,995.83,996.0,1046.85,1058.67,0,4612.T
2270.T,JP,JPY,3170.0,0.16,0.56,-1.71,-5.27,10.04,25.56,3472.33,2499.5,-8.71,36.4,0.71,3203.0,3244.0,3264.25,3262.43,3009.45,0,2270.T
2281.T,JP,JPY,2514.0,0.4,-6.1,-6.82,-9.47,11.36,13.4,2872.41,2163.63,-12.48,13.7,1.46,2542.4,2624.7,2702.85,2730.82,2511.81,0,2281.T
2282.T,JP,JPY,6591.0,0.8,1.67,-4.6,-3.25,17.42,26.4,7411.0,4759.77,-11.06,17.1,0.98,6656.8,6811.1,7016.05,6849.53,6154.84,0,2282.T
2288.T,JP,JPY,2206.0,0.59,3.86,-2.48,-0.77,21.94,23.0,2443.0,1711.81,-9.7,9.4,0.78,2222.2,2275.9,2326.85,2278.24,2058.78,0,2288.T
2292.T,JP,JPY,2862.0,0.28,6.77,-5.7,-5.41,14.74,10.87,3220.0,2438.64,-11.12,26.4,0.8,2901.0,2936.6,2995.0,3026.72,2744.0,0,2292.T
9405.T,JP,JPY,841.0,0.12,1.63,-5.19,2.48,14.76,28.98,918.23,629.84,-8.41,38.7,0.58,855.2,865.3,865.1,853.96,776.47,0,9405.T
9409.T,JP,JPY,3250.0,-0.46,-0.72,-9.72,-9.1,7.21,28.08,3669.23,2487.56,-11.43,38.3,0.84,3322.0,3375.0,3392.0,3357.17,3199.05,0,9409.T
2117.T,JP,JPY,2702.0,-0.33,-1.79,-5.95,-5.86,5.07,16.71,2974.1,2148.7,-9.15,16.8,0.8,2736.6,2771.7,2827.0,2863.45,2626.83,0,2117.T
MRK,US,USD,111.9000015258789,-2.37,5.9,-5.91,4.96,30.41,40.16,123.18,70.89,-9.16,34.1,0.57,113.81,116.16,118.44,118.23,98.02,0,MRK
MRSH,US,USD,170.10000610351562,-2.25,-5.82,-1.82,-6.43,-8.63,-20.93,230.45,168.15,-26.19,46.1,0.41,174.64,175.29,173.71,175.38,186.95,0,MRSH
6089.T,JP,JPY,1125.0,-0.79,-1.42,-6.41,-2.98,13.33,21.22,1263.74,871.11,-10.98,32.2,0.58,1146.0,1156.2,1163.6,1192.43,1063.22,0,6089.T
6178.T,JP,JPY,1779.5,0.31,4.27,-2.81,-1.46,26.23,33.17,2063.33,1281.44,-13.76,37.4,0.99,1808.1,1836.95,1841.15,1864.37,1599.3,0,6178.T
3964.T,JP,JPY,1158.0,-0.34,8.68,-3.42,6.78,19.33,94.4,1300.0,594.22,-10.92,31.6,1.13,1190.6,1222.3,1234.9,1206.57,1010.07,0,3964.T
